Title,Year,Rated,Released,Runtime,Plot,Poster,Metascore,imdbRating,imdbVotes,imdbID,BoxOffice
So Dark the Night,1946,Approved,10 Oct 1946,71 min,"A renowned and relentless Paris detective takes his first vacation in eleven years at a small inn in the French countryside. There he meets and falls in love with the hotelier's daughter, who had been betrothed to a neighboring farmer, but who hopes to marry him and move to Paris. On the evening of their engagement, both the fiancée and the farmer disappear. What has happened to them? Who is responsible? Can the famed detective apply his talents to a rural mystery?",https://m.media-amazon.com/images/M/MV5BYTg2ZjljYTctMjdjZS00MWNkLWFiZDktY2NlN2NhZmMwNDBhXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.3,"1,443",tt0038958,N/A
The Strange Love of Martha Ivers,1946,Approved,13 Sep 1946,116 min,"Childhood friends Martha, Walter, and Sam share a terrible secret. Over time, the ambitious Martha and the pusillanimous Walter have married. She is a cold businesswoman; he is the district attorney: a perfect combination to dominate the corrupt city of Iverstown at will. But Sam's unexpected return after years of absence deeply disturbs the formidable couple.",https://m.media-amazon.com/images/M/MV5BNjIyMjViMGMtMjk1Ny00M2FjLWE5ZjEtNGI1YTE0NWM0ZGFhXkEyXkFqcGc@._V1_SX300.jpg,N/A,7.4,"11,342",tt0038988,N/A
Dark Passage,1947,Approved,27 Sep 1947,106 min,"Bogart plays a man convicted of murdering his wife who escapes from prison in order to prove his innocence. Bogart finds that his features are too well known, and is forced to seek some illicit backroom plastic surgery. The entire pre-knife part of the film is shot from a Bogart's-eye-view, with us seeing the fugitive for the first time as he starts to recuperate from the operation in the apartment of a sympathetic young artist (played by Bacall) for whom he soon finds affection. But what he's really after is revenge.",https://m.media-amazon.com/images/M/MV5BZjBlYjcyYTktOTJkMy00YWRiLTg0YjgtNjQ1ZWU5ZGMxMTgzXkEyXkFqcGc@._V1_SX300.jpg,68,7.5,"22,611",tt0039302,N/A
The Dark Past,1948,Approved,25 Apr 1949,73 min,"When a detective scoffs at his suggestion that an 18-year-old criminal be referred for psychiatric examination Dr. Andrew Collins, the police psychiatrist, tells him the story of his encounter with Al Walker. Walker had a history of violence and killed the prison warden during an escape. He and his gang took the Collins family and their friends hostage. But, when Dr. Collins learns that Walker has a violent recurring dream, he offers to help him decipher the dream and determine exactly what has driven him to a life of crime and violence.",https://m.media-amazon.com/images/M/MV5BZjNiNWMzNDctODdiZi00OTYxLTg2MzktN2NkYzM2ZWU0MjFiXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,N/A,6.3,"2,180",tt0040270,N/A
The Red Shoes,1948,Not Rated,22 Oct 1948,135 min,"Under the authoritarian rule of charismatic ballet impressario Boris Lermontov, his proteges realize the full promise of their talents, but at a price: utter devotion to their art and complete loyalty to Lermontov himself. Under his near-obsessive guidance, young ballerina Victoria Page is poised for superstardom, but earns Lermontov's scorn when she falls in love with Julian Craster, composer of ""The Red Shoes,"" the ballet Lermontov is staging to showcase her talents. Vicky leaves the company and marries Craster, but still finds herself torn between Lermontov's demands and those of her heart.",https://m.media-amazon.com/images/M/MV5BMjRjMzAxMmMtMTkzNS00ZGIyLTgzM2UtODgyYjI5NGEwZDhjXkEyXkFqcGc@._V1_SX300.jpg,N/A,8.1,"40,925",tt0040725,N/A
En svensk tiger,1948,N/A,18 May 1948,90 min,Johan Tiger is an actor in Stockholm during World War II. A British agent in Sweden discovers that Johan is a dead ringer for General Lucky and manages to lure him over to London with a role as Othello as bait.,https://m.media-amazon.com/images/M/MV5BMWJhMTY3YjAtNzYzZi00NjJjLTlhMzctMGJmMjgxMWExMGU0XkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_SX300.jpg,N/A,N/A,12,tt0040853,N/A
Late Spring,1949,Not Rated,21 Jul 1972,110 min,"Noriko is 27 years old and is still living with her father Somiya, a widower. Noriko just recovered from an illness she developed in the war, and now the important question pops up: when will Noriko start thinking about marriage? Everybody who is important in her life tries to talk her into it: her father, her aunt, a girlfriend. But Noriko doesn't want to get married, she seems extremely happy with her life. She wants to stay with her father to take care of him. After all, she knows best of his manners and peculiarities. But Noriko's aunt doesn't want to give up. She arranges a partner for her and thinks of a plan that will convince Noriko her father can be left alone.",https://m.media-amazon.com/images/M/MV5BOTAxZjZhOTctY2E1Yi00MTFmLWEzOWEtZGNhYzkwNjdiZTYyXkEyXkFqcGc@._V1_SX300.jpg,93,8.2,"19,919",tt0041154,"$13,254"
The Great Sinner,1949,Approved,29 Jun 1949,110 min,"A young writer goes to Wiesbaden to write about gambling and gamblers, only to ultimately become a compulsive gambler himself. Losing all his wealth, as well as his moral fibre, he commits the ultimate degradation of robbing a church poor box in order to feed his compulsion.",https://m.media-amazon.com/images/M/MV5BNjk1NDE3ODUtN2JiMS00ZTUxLWI0YmYtNmZhYjE1MTk4MjUxXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.6,"1,650",tt0041430,N/A
The Man in Black,1950,N/A,01 Jan 1950,80 min,"Henry Clavering suspects his second wife Bertha is trying to drive his daughter (by his first marriage) insane, to stop her inheriting his money. He decides to use his yoga skills to pretend to be dead, and thereby expose her villainy.",https://m.media-amazon.com/images/M/MV5BZmVjMGE1ODMtNDEwOC00M2ZkLTljOGItZWFmMmE2ZDNhMWNmXkEyXkFqcGdeQXVyMzYyMzU2OA@@._V1_SX300.jpg,N/A,6.0,284,tt0041627,N/A
Stray Dog,1949,Not Rated,31 Aug 1963,122 min,"Murukami, a young homicide detective, has his pocket picked on a bus and loses his pistol. Frantic and ashamed, he dashes about trying to recover the weapon without success until taken under the wing of an older and wiser detective, Sato. Together they track the culprit.",https://m.media-amazon.com/images/M/MV5BNTgxNmMyY2QtOWY1NC00Njg2LTk2YTAtYTkyMzIyZDhmY2U3XkEyXkFqcGc@._V1_SX300.jpg,N/A,7.8,"19,332",tt0041699,"$46,808"
Dark City,1950,Approved,18 Apr 1951,98 min,"Danny Haley's bookie operation is shut down, so he and his pals need money; when Danny meets Arthur Winant, a sucker from out of town, he decoys him into a series of poker games where eventually Winant loses $5000 that isn't his. But it seems Winant had a shadowy, protective elder brother who believes in personal revenge. And each of the card players in turn feels a faceless doom inexorably closing in. Dark streets and sexy torch-singer Fran lend ambience.",https://m.media-amazon.com/images/M/MV5BNDg2ZDZmZDMtNWNjZS00MGU5LThiMzQtYjFhNzMwMTE0NjlkXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.7,"2,781",tt0042379,N/A
Song of Love,1950,Not Rated,11 Dec 1972,26 min,"Inmates in a French prison are attempting to fulfill their sexual and emotional needs under the confines of their individual cells. Two inmates in particular, who are in adjacent cells, try to make that connection to the other, both physical and emotional, in whatever way they can. In their current attempt to do so, they are so caught up in the fulfillment they receive of that connection that they fail to notice that a voyeuristic guard has been watching them through the small peep holes in their otherwise solid cell doors. The guard was tipped to the activity by one of the two men trying to pass a bouquet of wild flowers to the other via their barred cell windows. The guard confronts one of the inmates. Although their encounter is primarily violently physical, each man copes with the situation by fantasizing about what is truly in his heart.",https://m.media-amazon.com/images/M/MV5BNTBhYzI1YTMtNTBhMy00N2ZjLWI3MDctYjRiMzBiZWE1NDAxXkEyXkFqcGc@._V1_SX300.jpg,N/A,7.5,"3,816",tt0043084,N/A
I Love Lucy,1951–1957,TV-Y,15 Oct 1951,30 min,"Bandleader Ricky Ricardo would be happy if his wife Lucy would just be a housewife. Instead, she constantly tries to perform at his club, the Tropicana, and make life comically frantic in the apartment building they share with landlord and best friends, Fred and Ethel Mertz.",https://m.media-amazon.com/images/M/MV5BOGRmMjkwNTItMjQyZi00ZWU4LTgzNzItZTMwYWMwNzE4ZDI2XkEyXkFqcGc@._V1_SX300.jpg,N/A,8.5,"29,706",tt0043208,
The Sinner,1951,N/A,23 Dec 1954,83 min,Marina passes from a dysfunctional family to love with an unsuccessful artist. But he is going blind due to a brain tumor.,https://m.media-amazon.com/images/M/MV5BMjI0Njc3NTExOF5BMl5BanBnXkFtZTgwOTQ1NzIwMjE@._V1_SX300.jpg,N/A,6.8,393,tt0044098,N/A
Sea Tiger,1952,Approved,27 Jul 1952,71 min,"""The Sea Tiger"" is the name of a broken-down bucket of an old freighter, abandoned by the Japanese at the end of WW II, lying in anchor in a New Guiena cove. Co-owners Jenine Duval and Jim Klavier have hired Ben McGrun as its skipper and Joe Edmun as First Mate. Everone has designs on a none-too-secret secret safe which holds a fortune in diamonds, while a another group is after a cache of gold ingots, which the Japanese had hidden and left behind. Klavier is murdered and McGrun is accused and turns investigator to clear himself. The suspects also include Fat Harry the Bartender, and Willaims, a seedy insurance investigator from Sydney, Australia, who may or may not be all that honest.",https://m.media-amazon.com/images/M/MV5BYTY2YzljYjEtNmUxMC00MjQyLTk5MTctZGVjYThkYWMxYmUxXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,N/A,5.3,41,tt0045129,N/A
Voodoo Tiger,1952,Passed,01 Nov 1952,67 min,"Jungle Jim is assigned to track down a former SS Officer, who alone knows the locale of an art collection stolen during World War II by the Nazis. There is also a trio of crooks who desire to know where the paintings are hidden. The SS Officer, fleeing U.S. Army agents, commandeers an airplane carrying night-club entertainer Phyllis Bruce and her trained tiger, who is also not exactly what she appears to be. The plane crashes in the jungle, where the local natives are voodoo tiger-worshipers, especially those who fly in on a great bird. Jungle Jim, aided by an American army officer, swings into action, and, after doing in a lion with is knife, tracks down the crooks, or what's left after the tiger-worshipers get through with them, and they themselves are killed in a dynamite blast.",https://m.media-amazon.com/images/M/MV5BNmMyNjg1NzUtYjA5NC00MzkxLTlmMjktMGIzZjViZDQwYjc2XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,N/A,6.0,272,tt0045300,N/A
Man in the Dark,1953,Approved,09 Apr 1953,70 min,"A thug is convicted and undergoes experimental brain surgery to remove the criminal element in his brain. The operation wipes out all memories of his past life, including where he stashed the loot. He is abducted by his gang and they try to beat the truth out of him. His memories return in the form of weird dreams, and he and his old girlfriend track down the clues to find the money.",https://m.media-amazon.com/images/M/MV5BOGRkOTU4NDYtZjA0YS00ZGE4LWE3Y2ItZDBhMTkyMjJjNWM2XkEyXkFqcGc@._V1_SX300.jpg,N/A,6.2,830,tt0046036,N/A
The Country Girl,1954,Approved,17 May 1955,104 min,"Washed up singer/actor Frank Elgin has a chance to make a come-back when director Bernie Dodd offers him the leading role in his new musical. Frank however is very insecure, turns to alcohol and shuns even the smallest of responsibilities, leaving everything up to his wife Georgie who finds it harder and harder to cope with her husband's lack of spirit. Bernie tries to help Frank regain his self-confidence, believing that it is Georgie who's the cause of his insecurity.",https://m.media-amazon.com/images/M/MV5BZTZlMmU5NzYtNGE0Zi00NDZhLTlkYTUtMGE1ZTg2ODA2NTliXkEyXkFqcGc@._V1_SX300.jpg,N/A,7.2,"6,950",tt0046874,N/A
Down Three Dark Streets,1954,Passed,03 Sep 1954,85 min,"After FBI Agent Zack Stewart is killed, Agent John Ripley takes over the three cases he was working on, hoping one will lead to his killer. The first involves gangster Joe Walpo and Ripley finds his hideout through Joe's girl friend, Connie Anderson. Joe is killed but it is established he was 400 miles away when Stewart was murdered. The next involves a car-theft gang which Ripley breaks up by using one of the gang, Vince Angelino and his wife Julie. The last case involves Kate Martell, the victim of an extortionist who threatens to kidnap her child unless she pays him $10,000.",https://m.media-amazon.com/images/M/MV5BN2Q5NDU5ZmEtYTVhYS00OTZmLTlkNmEtMjgxY2NmNzgzYjlhXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,N/A,6.7,"1,539",tt0046928,N/A
The Sleeping Tiger,1954,Approved,08 Oct 1954,89 min,Psychotherapist Dr. Clive Esmond (Alexander Knox) attempts to rehabilitate convict Frank Clemmens (Sir Dirk Bogarde) in his house after Frank tries to hold him up. The criminal cooperates rather than being handed over to the Police. The therapist's wife Glenda (Alexis Smith) becomes infatuated with the man in the hopes he will take her away.,https://m.media-amazon.com/images/M/MV5BODY4NjczMTItYzExZC00ZDA4LTk1NjYtOWM1NDE2NDUyNTg0XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,N/A,6.5,"1,237",tt0047505,N/A
Tiger Girl,1955,N/A,03 Sep 1955,101 min,"Famous motorcycle racer Fyodor Yermolaev was invited to the circus for the ""deadly trick"": to make a leap on a motorcycle under the dome. His assistant - a quiet gentle Lena (Ludmila Kasatkina) - dreams of becoming a tiger tamer. Their trick has a grandiose success, and Yermolaev falls in love in an unknown modest circus actor. At the same time, the regular tamer-alcoholic is dismissed. The tigers growl and frighten. Lena enters the cage and - after training them, goes to the arena.",https://m.media-amazon.com/images/M/MV5BZmRhNzkyZTgtYzZmMy00YTU0LTlkY2EtZWMzNTRhN2RkYWUzXkEyXkFqcGdeQXVyMjQ0MzY3ODc@._V1_SX300.jpg,N/A,7.1,405,tt0047628,N/A
Love Is a Many-Splendored Thing,1955,Approved,26 Sep 1955,102 min,"In Hong Kong in 1949, Mark Elliott is an American reporter covering the Chinese civil war. Undergoing a trial separation from his wife, he meets the beautiful Dr. Han Suyin, a widowed physician from mainland China. As the pair fall in love, they encounter disapproval from both her family and his friends about their interracial romance. Although the film was a commercial success upon release, the casting of Jones in an Asian role has since been criticized.",https://m.media-amazon.com/images/M/MV5BNTM4NzQ1OTktMjI2NC00OGE1LTg3NDEtZDRmMzcxNDA0ZjY3XkEyXkFqcGc@._V1_SX300.jpg,N/A,6.4,"5,485",tt0048316,N/A
